Fecha,Hora,Turno,Boquilla,Peso (g),Temperatura del fluido (°C),Presión de llenado (bar),Etapa
2024-08-26,23:10,noche,8,7.2725,17.0,6.0,Mermelada
2024-08-26,23:10,noche,9,7.8214,17.0,6.0,Mermelada
2024-08-26,23:10,noche,10,8.1609,17.0,6.0,Mermelada
2024-08-26,23:10,noche,11,7.0552,17.0,6.0,Mermelada
2024-08-26,23:10,noche,12,7.4525,17.0,6.0,Mermelada
2024-08-26,23:10,noche,13,8.4295,17.0,6.0,Mermelada
2024-08-26,23:10,noche,14,6.4854,17.0,6.0,Mermelada
2024-08-26,23:10,noche,15,8.4966,17.0,6.0,Mermelada
2024-08-26,23:10,noche,16,5.9787,17.0,6.0,Mermelada
2024-08-26,23:20,noche,1,7.2237,17.0,6.0,Mermelada
2024-08-26,23:20,noche,2,6.7398,17.0,6.0,Mermelada
2024-08-26,23:20,noche,3,9.0,17.0,6.0,Mermelada
2024-08-26,23:20,noche,4,7.0973,17.0,6.0,Mermelada
2024-08-26,23:20,noche,5,7.0993,17.0,6.0,Mermelada
2024-08-26,23:20,noche,6,7.2034,17.0,6.0,Mermelada
2024-08-26,23:20,noche,7,7.5765,17.0,6.0,Mermelada
2024-08-26,23:20,noche,8,7.2372,17.0,6.0,Mermelada
2024-08-26,23:20,noche,9,7.3937,17.0,6.0,Mermelada
2024-08-26,23:20,noche,10,4.6766,17.0,6.0,Mermelada
2024-08-26,23:20,noche,11,7.5457,17.0,6.0,Mermelada
2024-08-26,23:20,noche,12,7.5142,17.0,6.0,Mermelada
2024-08-26,23:20,noche,13,8.3309,17.0,6.0,Mermelada
2024-08-26,23:20,noche,14,8.3763,17.0,6.0,Mermelada
2024-08-26,23:20,noche,15,6.9823,17.0,6.0,Mermelada
2024-08-26,23:20,noche,16,7.5823,17.0,6.0,Mermelada
2024-08-26,23:30,noche,1,6.6187,17.0,6.0,Mermelada
2024-08-26,23:30,noche,2,8.1139,17.0,6.0,Mermelada
2024-08-26,23:30,noche,3,7.042,17.0,6.0,Mermelada
2024-08-26,23:30,noche,4,6.5522,17.0,6.0,Mermelada
2024-08-26,23:30,noche,5,7.3515,17.0,6.0,Mermelada
2024-08-26,23:30,noche,6,8.6204,17.0,6.0,Mermelada
2024-08-26,23:30,noche,7,7.6448,17.0,6.0,Mermelada
2024-08-26,23:30,noche,8,8.6972,17.0,6.0,Mermelada
2024-08-26,23:30,noche,9,6.901,17.0,6.0,Mermelada
2024-08-26,23:30,noche,10,8.3383,17.0,6.0,Mermelada
2024-08-26,23:30,noche,11,6.9783,17.0,6.0,Mermelada
2024-08-26,23:30,noche,12,7.6803,17.0,6.0,Mermelada
2024-08-26,23:30,noche,13,7.6733,17.0,6.0,Mermelada
2024-08-26,23:30,noche,14,7.8686,17.0,6.0,Mermelada
2024-08-26,23:30,noche,15,7.3156,17.0,6.0,Mermelada
2024-08-26,23:30,noche,16,6.425,17.0,6.0,Mermelada
2024-08-27,06:00,mañana,1,8.2042,17.0,6.0,Mermelada
2024-08-27,06:00,mañana,2,8.8853,17.0,6.0,Mermelada
2024-08-27,06:00,mañana,3,7.033,17.0,6.0,Mermelada
2024-08-27,06:00,mañana,4,6.0318,17.0,6.0,Mermelada
2024-08-27,06:00,mañana,5,7.8995,17.0,6.0,Mermelada
2024-08-27,06:00,mañana,6,7.2351,17.0,6.0,Mermelada
2024-08-27,06:00,mañana,7,7.3951,17.0,6.0,Mermelada
2024-08-27,06:00,mañana,8,7.9449,17.0,6.0,Mermelada
2024-08-27,06:00,mañana,9,7.1349,17.0,6.0,Mermelada
2024-08-27,06:00,mañana,10,7.2849,17.0,6.0,Mermelada
2024-08-27,06:00,mañana,11,7.4199,17.0,6.0,Mermelada
2024-08-27,06:00,mañana,12,8.6758,17.0,6.0,Mermelada
2024-08-27,06:00,mañana,13,7.5241,17.0,6.0,Mermelada
2024-08-27,06:00,mañana,14,6.3812,17.0,6.0,Mermelada
2024-08-27,06:00,mañana,15,6.2161,17.0,6.0,Mermelada
2024-08-27,06:00,mañana,16,7.0786,17.0,6.0,Mermelada
2024-08-27,06:10,mañana,1,6.5965,17.0,6.0,Mermelada
2024-08-27,06:10,mañana,2,6.2502,17.0,6.0,Mermelada
2024-08-27,06:10,mañana,3,8.0084,17.0,6.0,Mermelada
2024-08-27,06:10,mañana,4,8.0476,17.0,6.0,Mermelada
2024-08-27,06:10,mañana,5,7.2055,17.0,6.0,Mermelada
2024-08-27,06:10,mañana,6,7.7349,17.0,6.0,Mermelada
2024-08-27,06:10,mañana,7,7.6505,17.0,6.0,Mermelada
2024-08-27,06:10,mañana,8,7.9819,17.0,6.0,Mermelada
2024-08-27,06:10,mañana,9,7.9838,17.0,6.0,Mermelada
2024-08-27,06:10,mañana,10,5.4154,17.0,6.0,Mermelada
2024-08-27,06:10,mañana,11,7.3076,17.0,6.0,Mermelada
2024-08-27,06:10,mañana,12,7.9143,17.0,6.0,Mermelada
2024-08-27,06:10,mañana,13,7.1716,17.0,6.0,Mermelada
2024-08-27,06:10,mañana,14,7.3784,17.0,6.0,Mermelada
2024-08-27,06:10,mañana,15,7.6955,17.0,6.0,Mermelada
2024-08-27,06:10,mañana,16,7.0352,17.0,6.0,Mermelada
2024-08-27,06:20,mañana,1,8.7063,17.0,6.0,Mermelada
2024-08-27,06:20,mañana,2,8.4016,17.0,6.0,Mermelada
2024-08-27,06:20,mañana,3,7.4051,17.0,6.0,Mermelada
2024-08-27,06:20,mañana,4,7.3416,17.0,6.0,Mermelada
2024-08-27,06:20,mañana,5,5.2197,17.0,6.0,Mermelada
2024-08-27,06:20,mañana,6,7.2388,17.0,6.0,Mermelada
2024-08-27,06:20,mañana,7,6.4174,17.0,6.0,Mermelada
2024-08-27,06:20,mañana,8,7.677,17.0,6.0,Mermelada
2024-08-27,06:20,mañana,9,7.6223,17.0,6.0,Mermelada
2024-08-27,06:20,mañana,10,8.0567,17.0,6.0,Mermelada
2024-08-27,06:20,mañana,11,8.6173,17.0,6.0,Mermelada
2024-08-27,06:20,mañana,12,7.479,17.0,6.0,Mermelada
2024-08-27,06:20,mañana,13,9.0,17.0,6.0,Mermelada
2024-08-27,06:20,mañana,14,7.5322,17.0,6.0,Mermelada
2024-08-27,06:20,mañana,15,6.1292,17.0,6.0,Mermelada
2024-08-27,06:20,mañana,16,6.5568,17.0,6.0,Mermelada
2024-08-27,06:30,mañana,1,7.2018,17.0,6.0,Mermelada
2024-08-27,06:30,mañana,2,7.9737,17.0,6.0,Mermelada
2024-08-27,06:30,mañana,3,6.7422,17.0,6.0,Mermelada
2024-08-27,06:30,mañana,4,7.2616,17.0,6.0,Mermelada
2024-08-27,06:30,mañana,5,7.3712,17.0,6.0,Mermelada
2024-08-27,06:30,mañana,6,7.1415,17.0,6.0,Mermelada
2024-08-27,06:30,mañana,7,8.1491,17.0,6.0,Mermelada
2024-08-27,06:30,mañana,8,8.0131,17.0,6.0,Mermelada
2024-08-27,06:30,mañana,9,8.4333,17.0,6.0,Mermelada
2024-08-27,06:30,mañana,10,7.2352,17.0,6.0,Mermelada
2024-08-27,06:30,mañana,11,8.462,17.0,6.0,Mermelada
2024-08-27,06:30,mañana,12,6.4088,17.0,6.0,Mermelada
2024-08-27,06:30,mañana,13,6.3893,17.0,6.0,Mermelada
2024-08-27,06:30,mañana,14,6.3984,17.0,6.0,Mermelada
2024-08-27,06:30,mañana,15,7.132,17.0,6.0,Mermelada
2024-08-27,06:30,mañana,16,7.8696,17.0,6.0,Mermelada
2024-08-27,06:40,mañana,1,7.0183,17.0,6.0,Mermelada
2024-08-27,06:40,mañana,2,7.1186,17.0,6.0,Mermelada
2024-08-27,06:40,mañana,3,7.3272,17.0,6.0,Mermelada
2024-08-27,06:40,mañana,4,7.9583,17.0,6.0,Mermelada
2024-08-27,06:40,mañana,5,7.1179,17.0,6.0,Mermelada
2024-08-27,06:40,mañana,6,7.0733,17.0,6.0,Mermelada
2024-08-27,06:40,mañana,7,6.4237,17.0,6.0,Mermelada
2024-08-27,06:40,mañana,8,7.0426,17.0,6.0,Mermelada
2024-08-27,06:40,mañana,9,8.442,17.0,6.0,Mermelada
2024-08-27,06:40,mañana,10,7.5727,17.0,6.0,Mermelada
2024-08-27,06:40,mañana,11,6.9081,17.0,6.0,Mermelada
2024-08-27,06:40,mañana,12,8.4889,17.0,6.0,Mermelada
2024-08-27,06:40,mañana,13,7.0318,17.0,6.0,Mermelada
2024-08-27,06:40,mañana,14,8.4632,17.0,6.0,Mermelada
2024-08-27,06:40,mañana,15,8.1917,17.0,6.0,Mermelada
2024-08-27,06:40,mañana,16,7.0167,17.0,6.0,Mermelada
2024-08-27,06:50,mañana,1,6.3012,17.03,6.0,Mermelada
2024-08-27,06:50,mañana,2,9.0,17.03,6.0,Mermelada
2024-08-27,06:50,mañana,3,7.8098,17.03,6.0,Mermelada
2024-08-27,06:50,mañana,4,7.2409,17.03,6.0,Mermelada
2024-08-27,06:50,mañana,5,8.2649,17.03,6.0,Mermelada
2024-08-27,06:50,mañana,6,8.0618,17.03,6.0,Mermelada
2024-08-27,06:50,mañana,7,8.5488,17.03,6.0,Mermelada
2024-08-27,06:50,mañana,8,6.9701,17.03,6.0,Mermelada
2024-08-27,06:50,mañana,9,7.7548,17.03,6.0,Mermelada
2024-08-27,06:50,mañana,10,6.5513,17.03,6.0,Mermelada
2024-08-27,06:50,mañana,11,8.0331,17.03,6.0,Mermelada
2024-08-27,06:50,mañana,12,7.4816,17.03,6.0,Mermelada
2024-08-27,06:50,mañana,13,7.7248,17.03,6.0,Mermelada
2024-08-27,06:50,mañana,14,7.2353,17.03,6.0,Mermelada
2024-08-27,06:50,mañana,15,6.9342,17.03,6.0,Mermelada
2024-08-27,06:50,mañana,16,6.329,17.03,6.0,Mermelada
2024-08-27,07:00,mañana,1,8.1323,17.0,6.0,Mermelada
2024-08-27,07:00,mañana,2,8.6918,17.0,6.0,Mermelada
2024-08-27,07:00,mañana,3,7.0547,17.0,6.0,Mermelada
2024-08-27,07:00,mañana,4,7.9428,17.0,6.0,Mermelada
2024-08-27,07:00,mañana,5,7.8457,17.0,6.0,Mermelada
2024-08-27,07:00,mañana,6,7.5065,17.0,6.0,Mermelada
2024-08-27,07:00,mañana,7,6.2787,17.0,6.0,Mermelada
2024-08-27,07:00,mañana,8,6.4587,17.0,6.0,Mermelada
2024-08-27,07:00,mañana,9,6.8752,17.0,6.0,Mermelada
2024-08-27,07:00,mañana,10,5.7888,17.0,6.0,Mermelada
2024-08-27,07:00,mañana,11,8.6264,17.0,6.0,Mermelada
2024-08-27,07:00,mañana,12,7.7942,17.0,6.0,Mermelada
2024-08-27,07:00,mañana,13,7.476,17.0,6.0,Mermelada
2024-08-27,07:00,mañana,14,5.6329,17.0,6.0,Mermelada
2024-08-27,07:00,mañana,15,5.7389,17.0,6.0,Mermelada
2024-08-27,07:00,mañana,16,6.9733,17.0,6.0,Mermelada
2024-08-27,07:10,mañana,1,9.0,17.41,6.0,Mermelada
2024-08-27,07:10,mañana,2,6.9411,17.41,6.0,Mermelada
2024-08-27,07:10,mañana,3,8.191,17.41,6.0,Mermelada
2024-08-27,07:10,mañana,4,7.1161,17.41,6.0,Mermelada
2024-08-27,07:10,mañana,5,7.5442,17.41,6.0,Mermelada
2024-08-27,07:10,mañana,6,8.4717,17.41,6.0,Mermelada
2024-08-27,07:10,mañana,7,7.2232,17.41,6.0,Mermelada
2024-08-27,07:10,mañana,8,6.9479,17.41,6.0,Mermelada
2024-08-27,07:10,mañana,9,8.6345,17.41,6.0,Mermelada
2024-08-27,07:10,mañana,10,7.5364,17.41,6.0,Mermelada
2024-08-27,07:10,mañana,11,8.373,17.41,6.0,Mermelada
2024-08-27,07:10,mañana,12,6.9518,17.41,6.0,Mermelada
2024-08-27,07:10,mañana,13,8.6253,17.41,6.0,Mermelada
2024-08-27,07:10,mañana,14,7.5645,17.41,6.0,Mermelada
2024-08-27,07:10,mañana,15,7.4554,17.41,6.0,Mermelada
2024-08-27,07:10,mañana,16,7.0729,17.41,6.0,Mermelada
2024-08-27,07:20,mañana,1,7.0956,17.0,6.0,Mermelada
2024-08-27,07:20,mañana,2,7.4987,17.0,6.0,Mermelada
2024-08-27,07:20,mañana,3,7.1459,17.0,6.0,Mermelada
2024-08-27,07:20,mañana,4,8.2676,17.0,6.0,Mermelada
2024-08-27,07:20,mañana,5,7.3376,17.0,6.0,Mermelada
2024-08-27,07:20,mañana,6,6.3028,17.0,6.0,Mermelada
2024-08-27,07:20,mañana,7,6.1565,17.0,6.0,Mermelada
2024-08-27,07:20,mañana,8,6.1186,17.0,6.0,Mermelada
2024-08-27,07:20,mañana,9,7.9944,17.0,6.0,Mermelada
2024-08-27,07:20,mañana,10,6.5788,17.0,6.0,Mermelada
2024-08-27,07:20,mañana,11,7.7401,17.0,6.0,Mermelada
2024-08-27,07:20,mañana,12,7.6093,17.0,6.0,Mermelada
2024-08-27,07:20,mañana,13,7.4482,17.0,6.0,Mermelada
2024-08-27,07:20,mañana,14,7.6937,17.0,6.0,Mermelada
2024-08-27,07:20,mañana,15,7.2453,17.0,6.0,Mermelada
2024-08-27,07:20,mañana,16,4.959,17.0,6.0,Mermelada
2024-08-27,07:30,mañana,1,7.2411,17.51,6.0,Mermelada
2024-08-27,07:30,mañana,2,7.8401,17.51,6.0,Mermelada
2024-08-27,07:30,mañana,3,8.8122,17.51,6.0,Mermelada
2024-08-27,07:30,mañana,4,8.8492,17.51,6.0,Mermelada
2024-08-27,07:30,mañana,5,6.4095,17.51,6.0,Mermelada
2024-08-27,07:30,mañana,6,7.2202,17.51,6.0,Mermelada
2024-08-27,07:30,mañana,7,6.2471,17.51,6.0,Mermelada
2024-08-27,07:30,mañana,8,8.7159,17.51,6.0,Mermelada
2024-08-27,07:30,mañana,9,8.3103,17.51,6.0,Mermelada
2024-08-27,07:30,mañana,10,7.7805,17.51,6.0,Mermelada
2024-08-27,07:30,mañana,11,7.6329,17.51,6.0,Mermelada
2024-08-27,07:30,mañana,12,8.6045,17.51,6.0,Mermelada
2024-08-27,07:30,mañana,13,8.4691,17.51,6.0,Mermelada
2024-08-27,07:30,mañana,14,8.2579,17.51,6.0,Mermelada
2024-08-27,07:30,mañana,15,7.4721,17.51,6.0,Mermelada
2024-08-27,07:30,mañana,16,6.7152,17.51,6.0,Mermelada
2024-08-27,14:00,tarde,1,9.0,19.53,6.0,Mermelada
2024-08-27,14:00,tarde,2,9.0,19.53,6.0,Mermelada
2024-08-27,14:00,tarde,3,8.4725,19.53,6.0,Mermelada
2024-08-27,14:00,tarde,4,8.344,19.53,6.0,Mermelada
2024-08-27,14:00,tarde,5,9.0,19.53,6.0,Mermelada
2024-08-27,14:00,tarde,6,9.0,19.53,6.0,Mermelada
2024-08-27,14:00,tarde,7,8.0255,19.53,6.0,Mermelada
2024-08-27,14:00,tarde,8,8.4143,19.53,6.0,Mermelada
2024-08-27,14:00,tarde,9,8.9057,19.53,6.0,Mermelada
2024-08-27,14:00,tarde,10,9.0,19.53,6.0,Mermelada
2024-08-27,14:00,tarde,11,8.2071,19.53,6.0,Mermelada
2024-08-27,14:00,tarde,12,9.0,19.53,6.0,Mermelada
2024-08-27,14:00,tarde,13,8.9627,19.53,6.0,Mermelada
2024-08-27,14:00,tarde,14,8.82,19.53,6.0,Mermelada
2024-08-27,14:00,tarde,15,8.55,19.53,6.0,Mermelada
2024-08-27,14:00,tarde,16,7.6871,19.53,6.0,Mermelada
2024-08-27,14:10,tarde,1,8.5543,18.7,6.0,Mermelada
2024-08-27,14:10,tarde,2,7.6223,18.7,6.0,Mermelada
2024-08-27,14:10,tarde,3,8.4871,18.7,6.0,Mermelada
2024-08-27,14:10,tarde,4,7.4339,18.7,6.0,Mermelada
2024-08-27,14:10,tarde,5,9.0,18.7,6.0,Mermelada
2024-08-27,14:10,tarde,6,8.961,18.7,6.0,Mermelada
2024-08-27,14:10,tarde,7,8.4033,18.7,6.0,Mermelada
2024-08-27,14:10,tarde,8,8.5447,18.7,6.0,Mermelada
2024-08-27,14:10,tarde,9,9.0,18.7,6.0,Mermelada
2024-08-27,14:10,tarde,10,7.7164,18.7,6.0,Mermelada
2024-08-27,14:10,tarde,11,8.7883,18.7,6.0,Mermelada
2024-08-27,14:10,tarde,12,9.0,18.7,6.0,Mermelada
2024-08-27,14:10,tarde,13,7.1992,18.7,6.0,Mermelada
2024-08-27,14:10,tarde,14,8.82,18.7,6.0,Mermelada
2024-08-27,14:10,tarde,15,6.9215,18.7,6.0,Mermelada
2024-08-27,14:10,tarde,16,7.9338,18.7,6.0,Mermelada
2024-08-27,14:20,tarde,1,7.6943,18.27,6.0,Mermelada
2024-08-27,14:20,tarde,2,9.0,18.27,6.0,Mermelada
2024-08-27,14:20,tarde,3,7.6993,18.27,6.0,Mermelada
2024-08-27,14:20,tarde,4,7.3048,18.27,6.0,Mermelada
2024-08-27,14:20,tarde,5,8.7317,18.27,6.0,Mermelada
2024-08-27,14:20,tarde,6,8.294,18.27,6.0,Mermelada
2024-08-27,14:20,tarde,7,7.4213,18.27,6.0,Mermelada
2024-08-27,14:20,tarde,8,9.0,18.27,6.0,Mermelada
2024-08-27,14:20,tarde,9,7.0318,18.27,6.0,Mermelada
2024-08-27,14:20,tarde,10,7.796,18.27,6.0,Mermelada
2024-08-27,14:20,tarde,11,8.1648,18.27,6.0,Mermelada
2024-08-27,14:20,tarde,12,9.0,18.27,6.0,Mermelada
2024-08-27,14:20,tarde,13,9.0,18.27,6.0,Mermelada
2024-08-27,14:20,tarde,14,8.82,18.27,6.0,Mermelada
2024-08-27,14:20,tarde,15,8.0773,18.27,6.0,Mermelada
2024-08-27,14:20,tarde,16,6.2153,18.27,6.0,Mermelada
2024-08-27,14:30,tarde,1,8.9377,18.91,6.0,Mermelada
2024-08-27,14:30,tarde,2,9.0,18.91,6.0,Mermelada
2024-08-27,14:30,tarde,3,9.0,18.91,6.0,Mermelada
2024-08-27,14:30,tarde,4,8.9954,18.91,6.0,Mermelada
2024-08-27,14:30,tarde,5,7.6734,18.91,6.0,Mermelada
2024-08-27,14:30,tarde,6,8.2048,18.91,6.0,Mermelada
2024-08-27,14:30,tarde,7,9.0,18.91,6.0,Mermelada
2024-08-27,14:30,tarde,8,7.4916,18.91,6.0,Mermelada
2024-08-27,14:30,tarde,9,7.7067,18.91,6.0,Mermelada
2024-08-27,14:30,tarde,10,9.0,18.91,6.0,Mermelada
2024-08-27,14:30,tarde,11,8.2801,18.91,6.0,Mermelada
2024-08-27,14:30,tarde,12,7.6796,18.91,6.0,Mermelada
2024-08-27,14:30,tarde,13,9.0,18.91,6.0,Mermelada
2024-08-27,14:30,tarde,14,8.814,18.91,6.0,Mermelada
2024-08-27,14:30,tarde,15,7.9036,18.91,6.0,Mermelada
2024-08-27,14:30,tarde,16,7.1688,18.91,6.0,Mermelada
2024-08-27,14:40,tarde,1,9.0,18.92,6.0,Mermelada
2024-08-27,14:40,tarde,2,8.6054,18.92,6.0,Mermelada
2024-08-27,14:40,tarde,3,9.0,18.92,6.0,Mermelada
2024-08-27,14:40,tarde,4,9.0,18.92,6.0,Mermelada
2024-08-27,14:40,tarde,5,8.2083,18.92,6.0,Mermelada
2024-08-27,14:40,tarde,6,8.2146,18.92,6.0,Mermelada
2024-08-27,14:40,tarde,7,9.0,18.92,6.0,Mermelada
2024-08-27,14:40,tarde,8,9.0,18.92,6.0,Mermelada
2024-08-27,14:40,tarde,9,7.1235,18.92,6.0,Mermelada
2024-08-27,14:40,tarde,10,9.0,18.92,6.0,Mermelada
2024-08-27,14:40,tarde,11,8.528,18.92,6.0,Mermelada
2024-08-27,14:40,tarde,12,7.7983,18.92,6.0,Mermelada
2024-08-27,14:40,tarde,13,8.8344,18.92,6.0,Mermelada
2024-08-27,14:40,tarde,14,7.3944,18.92,6.0,Mermelada
2024-08-27,14:40,tarde,15,7.8392,18.92,6.0,Mermelada
2024-08-27,14:40,tarde,16,7.4272,18.92,6.0,Mermelada
2024-08-27,14:50,tarde,1,8.2252,19.24,6.0,Mermelada
2024-08-27,14:50,tarde,2,8.5678,19.24,6.0,Mermelada
2024-08-27,14:50,tarde,3,7.8125,19.24,6.0,Mermelada
2024-08-27,14:50,tarde,4,9.0,19.24,6.0,Mermelada
2024-08-27,14:50,tarde,5,9.0,19.24,6.0,Mermelada
2024-08-27,14:50,tarde,6,9.0,19.24,6.0,Mermelada
2024-08-27,14:50,tarde,7,8.4969,19.24,6.0,Mermelada
2024-08-27,14:50,tarde,8,8.186,19.24,6.0,Mermelada
2024-08-27,14:50,tarde,9,9.0,19.24,6.0,Mermelada
2024-08-27,14:50,tarde,10,8.1626,19.24,6.0,Mermelada
2024-08-27,14:50,tarde,11,8.4824,19.24,6.0,Mermelada
2024-08-27,14:50,tarde,12,9.0,19.24,6.0,Mermelada
2024-08-27,14:50,tarde,13,7.6348,19.24,6.0,Mermelada
2024-08-27,14:50,tarde,14,8.82,19.24,6.0,Mermelada
2024-08-27,14:50,tarde,15,8.55,19.24,6.0,Mermelada
2024-08-27,14:50,tarde,16,8.37,19.24,6.0,Mermelada
2024-08-27,15:00,tarde,1,9.0,18.62,6.0,Mermelada
2024-08-27,15:00,tarde,2,9.0,18.62,6.0,Mermelada
2024-08-27,15:00,tarde,3,8.5367,18.62,6.0,Mermelada
2024-08-27,15:00,tarde,4,7.9349,18.62,6.0,Mermelada
2024-08-27,15:00,tarde,5,9.0,18.62,6.0,Mermelada
2024-08-27,15:00,tarde,6,7.4036,18.62,6.0,Mermelada
2024-08-27,15:00,tarde,7,7.4838,18.62,6.0,Mermelada
2024-08-27,15:00,tarde,8,9.0,18.62,6.0,Mermelada
2024-08-27,15:00,tarde,9,9.0,18.62,6.0,Mermelada
2024-08-27,15:00,tarde,10,8.7766,18.62,6.0,Mermelada
2024-08-27,15:00,tarde,11,9.0,18.62,6.0,Mermelada
2024-08-27,15:00,tarde,12,7.0284,18.62,6.0,Mermelada
2024-08-27,15:00,tarde,13,8.2254,18.62,6.0,Mermelada
2024-08-27,15:00,tarde,14,6.9833,18.62,6.0,Mermelada
2024-08-27,15:00,tarde,15,8.55,18.62,6.0,Mermelada
2024-08-27,15:00,tarde,16,6.8701,18.62,6.0,Mermelada
2024-08-27,15:10,tarde,1,7.6027,19.27,6.0,Mermelada
2024-08-27,15:10,tarde,2,9.0,19.27,6.0,Mermelada
2024-08-27,15:10,tarde,3,9.0,19.27,6.0,Mermelada
2024-08-27,15:10,tarde,4,8.4978,19.27,6.0,Mermelada
2024-08-27,15:10,tarde,5,9.0,19.27,6.0,Mermelada
2024-08-27,15:10,tarde,6,9.0,19.27,6.0,Mermelada
2024-08-27,15:10,tarde,7,8.4527,19.27,6.0,Mermelada
2024-08-27,15:10,tarde,8,7.7492,19.27,6.0,Mermelada
2024-08-27,15:10,tarde,9,9.0,19.27,6.0,Mermelada
2024-08-27,15:10,tarde,10,9.0,19.27,6.0,Mermelada
2024-08-27,15:10,tarde,11,9.0,19.27,6.0,Mermelada
2024-08-27,15:10,tarde,12,8.8747,19.27,6.0,Mermelada
2024-08-27,15:10,tarde,13,7.6902,19.27,6.0,Mermelada
2024-08-27,15:10,tarde,14,8.82,19.27,6.0,Mermelada
2024-08-27,15:10,tarde,15,8.1927,19.27,6.0,Mermelada
2024-08-27,15:10,tarde,16,7.6621,19.27,6.0,Mermelada
2024-08-27,15:20,tarde,1,8.3893,18.66,6.0,Mermelada
2024-08-27,15:20,tarde,2,8.0728,18.66,6.0,Mermelada
2024-08-27,15:20,tarde,3,9.0,18.66,6.0,Mermelada
2024-08-27,15:20,tarde,4,7.4905,18.66,6.0,Mermelada
2024-08-27,15:20,tarde,5,7.8302,18.66,6.0,Mermelada
2024-08-27,15:20,tarde,6,8.362,18.66,6.0,Mermelada
2024-08-27,15:20,tarde,7,9.0,18.66,6.0,Mermelada
2024-08-27,15:20,tarde,8,9.0,18.66,6.0,Mermelada
2024-08-27,15:20,tarde,9,7.3123,18.66,6.0,Mermelada
2024-08-27,15:20,tarde,10,9.0,18.66,6.0,Mermelada
2024-08-27,15:20,tarde,11,9.0,18.66,6.0,Mermelada
2024-08-27,15:20,tarde,12,7.6858,18.66,6.0,Mermelada
2024-08-27,15:20,tarde,13,6.6078,18.66,6.0,Mermelada
2024-08-27,15:20,tarde,14,8.3959,18.66,6.0,Mermelada
2024-08-27,15:20,tarde,15,8.55,18.66,6.0,Mermelada
2024-08-27,15:20,tarde,16,8.37,18.66,6.0,Mermelada
2024-08-27,15:30,tarde,1,7.9283,18.53,6.0,Mermelada
2024-08-27,15:30,tarde,2,9.0,18.53,6.0,Mermelada
2024-08-27,15:30,tarde,3,6.8427,18.53,6.0,Mermelada
2024-08-27,15:30,tarde,4,8.3306,18.53,6.0,Mermelada
2024-08-27,15:30,tarde,5,8.2912,18.53,6.0,Mermelada
2024-08-27,15:30,tarde,6,9.0,18.53,6.0,Mermelada
2024-08-27,15:30,tarde,7,9.0,18.53,6.0,Mermelada
2024-08-27,15:30,tarde,8,9.0,18.53,6.0,Mermelada
2024-08-27,15:30,tarde,9,7.5446,18.53,6.0,Mermelada
2024-08-27,15:30,tarde,10,9.0,18.53,6.0,Mermelada
2024-08-27,15:30,tarde,11,9.0,18.53,6.0,Mermelada
2024-08-27,15:30,tarde,12,7.288,18.53,6.0,Mermelada
2024-08-27,15:30,tarde,13,6.9714,18.53,6.0,Mermelada
2024-08-27,15:30,tarde,14,8.82,18.53,6.0,Mermelada
2024-08-27,15:30,tarde,15,8.0569,18.53,6.0,Mermelada
2024-08-27,15:30,tarde,16,7.0651,18.53,6.0,Mermelada
2024-08-27,22:00,noche,1,7.3335,17.0,6.0,Mermelada
2024-08-27,22:00,noche,2,7.7912,17.0,6.0,Mermelada
2024-08-27,22:00,noche,3,7.4337,17.0,6.0,Mermelada
2024-08-27,22:00,noche,4,6.2584,17.0,6.0,Mermelada
2024-08-27,22:00,noche,5,9.0,17.0,6.0,Mermelada
2024-08-27,22:00,noche,6,8.3034,17.0,6.0,Mermelada
2024-08-27,22:00,noche,7,7.2317,17.0,6.0,Mermelada
2024-08-27,22:00,noche,8,7.2639,17.0,6.0,Mermelada
2024-08-27,22:00,noche,9,7.7876,17.0,6.0,Mermelada
2024-08-27,22:00,noche,10,6.5963,17.0,6.0,Mermelada
2024-08-27,22:00,noche,11,7.7581,17.0,6.0,Mermelada
2024-08-27,22:00,noche,12,6.4354,17.0,6.0,Mermelada
2024-08-27,22:00,noche,13,7.4436,17.0,6.0,Mermelada
2024-08-27,22:00,noche,14,6.4338,17.0,6.0,Mermelada
2024-08-27,22:00,noche,15,6.2753,17.0,6.0,Mermelada
2024-08-27,22:00,noche,16,8.1994,17.0,6.0,Mermelada
2024-08-27,22:10,noche,1,7.5474,17.0,6.0,Mermelada
2024-08-27,22:10,noche,2,7.6659,17.0,6.0,Mermelada
2024-08-27,22:10,noche,3,5.8909,17.0,6.0,Mermelada
2024-08-27,22:10,noche,4,7.0224,17.0,6.0,Mermelada
2024-08-27,22:10,noche,5,7.869,17.0,6.0,Mermelada
2024-08-27,22:10,noche,6,7.6553,17.0,6.0,Mermelada
2024-08-27,22:10,noche,7,5.7768,17.0,6.0,Mermelada
2024-08-27,22:10,noche,8,7.6657,17.0,6.0,Mermelada
2024-08-27,22:10,noche,9,7.7932,17.0,6.0,Mermelada
2024-08-27,22:10,noche,10,8.527,17.0,6.0,Mermelada
2024-08-27,22:10,noche,11,6.9758,17.0,6.0,Mermelada
2024-08-27,22:10,noche,12,5.7063,17.0,6.0,Mermelada
2024-08-27,22:10,noche,13,6.7026,17.0,6.0,Mermelada
2024-08-27,22:10,noche,14,6.4899,17.0,6.0,Mermelada
2024-08-27,22:10,noche,15,7.6849,17.0,6.0,Mermelada
