Fecha,Hora,Turno,Boquilla,Peso (g),Temperatura del fluido (°C),Presión de llenado (bar)
2024-08-23,14:40,tarde,7,9.3272,18.95,5.5
2024-08-23,14:40,tarde,8,8.8129,18.95,5.5
2024-08-23,14:40,tarde,9,8.8727,18.95,5.5
2024-08-23,14:40,tarde,10,7.9551,18.95,5.5
2024-08-23,14:40,tarde,11,8.3111,18.95,5.5
2024-08-23,14:40,tarde,12,8.6832,18.95,5.5
2024-08-23,14:40,tarde,13,8.5666,18.95,5.5
2024-08-23,14:40,tarde,14,8.8599,18.95,5.5
2024-08-23,14:40,tarde,15,8.8541,18.95,5.5
2024-08-23,14:40,tarde,16,9.6085,18.95,5.5
2024-08-23,14:50,tarde,1,8.958,18.91,5.5
2024-08-23,14:50,tarde,2,9.6392,18.91,5.5
2024-08-23,14:50,tarde,3,8.472,18.91,5.5
2024-08-23,14:50,tarde,4,7.965,18.91,5.5
2024-08-23,14:50,tarde,5,8.7586,18.91,5.5
2024-08-23,14:50,tarde,6,8.0114,18.91,5.5
2024-08-23,14:50,tarde,7,8.9788,18.91,5.5
2024-08-23,14:50,tarde,8,8.5017,18.91,5.5
2024-08-23,14:50,tarde,9,7.7974,18.91,5.5
2024-08-23,14:50,tarde,10,10.0116,18.91,5.5
2024-08-23,14:50,tarde,11,8.6475,18.91,5.5
2024-08-23,14:50,tarde,12,7.9874,18.91,5.5
2024-08-23,14:50,tarde,13,9.5089,18.91,5.5
2024-08-23,14:50,tarde,14,8.3622,18.91,5.5
2024-08-23,14:50,tarde,15,9.1429,18.91,5.5
2024-08-23,14:50,tarde,16,7.9329,18.91,5.5
2024-08-23,15:00,tarde,1,8.6455,19.62,5.5
2024-08-23,15:00,tarde,2,9.1769,19.62,5.5
2024-08-23,15:00,tarde,3,9.3259,19.62,5.5
2024-08-23,15:00,tarde,4,9.4311,19.62,5.5
2024-08-23,15:00,tarde,5,8.9162,19.62,5.5
2024-08-23,15:00,tarde,6,9.2872,19.62,5.5
2024-08-23,15:00,tarde,7,9.4174,19.62,5.5
2024-08-23,15:00,tarde,8,9.0903,19.62,5.5
2024-08-23,15:00,tarde,9,8.8844,19.62,5.5
2024-08-23,15:00,tarde,10,8.1028,19.62,5.5
2024-08-23,15:00,tarde,11,9.3295,19.62,5.5
2024-08-23,15:00,tarde,12,8.9953,19.62,5.5
2024-08-23,15:00,tarde,13,8.7218,19.62,5.5
2024-08-23,15:00,tarde,14,9.5419,19.62,5.5
2024-08-23,15:00,tarde,15,7.7076,19.62,5.5
2024-08-23,15:00,tarde,16,9.2595,19.62,5.5
2024-08-23,15:10,tarde,1,8.9566,19.16,5.5
2024-08-23,15:10,tarde,2,9.1605,19.16,5.5
2024-08-23,15:10,tarde,3,8.733,19.16,5.5
2024-08-23,15:10,tarde,4,7.9698,19.16,5.5
2024-08-23,15:10,tarde,5,8.8862,19.16,5.5
2024-08-23,15:10,tarde,6,9.1708,19.16,5.5
2024-08-23,15:10,tarde,7,9.3757,19.16,5.5
2024-08-23,15:10,tarde,8,8.8512,19.16,5.5
2024-08-23,15:10,tarde,9,7.6545,19.16,5.5
2024-08-23,15:10,tarde,10,8.045,19.16,5.5
2024-08-23,15:10,tarde,11,10.2012,19.16,5.5
2024-08-23,15:10,tarde,12,8.3145,19.16,5.5
2024-08-23,15:10,tarde,13,9.8262,19.16,5.5
2024-08-23,15:10,tarde,14,8.2414,19.16,5.5
2024-08-23,15:10,tarde,15,8.4175,19.16,5.5
2024-08-23,15:10,tarde,16,8.691,19.16,5.5
2024-08-23,15:20,tarde,1,8.4779,19.72,5.5
2024-08-23,15:20,tarde,2,9.9253,19.72,5.5
2024-08-23,15:20,tarde,3,9.0154,19.72,5.5
2024-08-23,15:20,tarde,4,9.2465,19.72,5.5
2024-08-23,15:20,tarde,5,8.8094,19.72,5.5
2024-08-23,15:20,tarde,6,9.3652,19.72,5.5
2024-08-23,15:20,tarde,7,9.9173,19.72,5.5
2024-08-23,15:20,tarde,8,8.8912,19.72,5.5
2024-08-23,15:20,tarde,9,10.0078,19.72,5.5
2024-08-23,15:20,tarde,10,8.603,19.72,5.5
2024-08-23,15:20,tarde,11,9.4285,19.72,5.5
2024-08-23,15:20,tarde,12,9.2635,19.72,5.5
2024-08-23,15:20,tarde,13,8.3289,19.72,5.5
2024-08-23,15:20,tarde,14,8.9163,19.72,5.5
2024-08-23,15:20,tarde,15,8.5257,19.72,5.5
2024-08-23,15:20,tarde,16,7.866,19.72,5.5
2024-08-23,15:30,tarde,1,9.1848,19.48,5.5
2024-08-23,15:30,tarde,2,9.0578,19.48,5.5
2024-08-23,15:30,tarde,3,8.9264,19.48,5.5
2024-08-23,15:30,tarde,4,8.9289,19.48,5.5
2024-08-23,15:30,tarde,5,8.916,19.48,5.5
2024-08-23,15:30,tarde,6,8.7494,19.48,5.5
2024-08-23,15:30,tarde,7,9.0539,19.48,5.5
2024-08-23,15:30,tarde,8,8.5837,19.48,5.5
2024-08-23,15:30,tarde,9,10.5641,19.48,5.5
2024-08-23,15:30,tarde,10,8.1244,19.48,5.5
2024-08-23,15:30,tarde,11,8.6192,19.48,5.5
2024-08-23,15:30,tarde,12,8.6666,19.48,5.5
2024-08-23,15:30,tarde,13,10.1943,19.48,5.5
2024-08-23,15:30,tarde,14,8.0144,19.48,5.5
2024-08-23,15:30,tarde,15,8.7643,19.48,5.5
2024-08-23,15:30,tarde,16,8.4807,19.48,5.5
2024-08-23,22:00,noche,1,8.0002,17.0,5.5
2024-08-23,22:00,noche,2,8.5418,17.0,5.5
2024-08-23,22:00,noche,3,8.5295,17.0,5.5
2024-08-23,22:00,noche,4,7.5294,17.0,5.5
2024-08-23,22:00,noche,5,7.9164,17.0,5.5
2024-08-23,22:00,noche,6,6.6815,17.0,5.5
2024-08-23,22:00,noche,7,7.8595,17.0,5.5
2024-08-23,22:00,noche,8,7.3236,17.0,5.5
2024-08-23,22:00,noche,9,7.6882,17.0,5.5
2024-08-23,22:00,noche,10,6.7888,17.0,5.5
2024-08-23,22:00,noche,11,8.0429,17.0,5.5
2024-08-23,22:00,noche,12,6.7821,17.0,5.5
2024-08-23,22:00,noche,13,7.889,17.0,5.5
2024-08-23,22:00,noche,14,6.9228,17.0,5.5
2024-08-23,22:00,noche,15,6.9257,17.0,5.5
2024-08-23,22:00,noche,16,7.8983,17.0,5.5
2024-08-23,22:10,noche,1,8.1528,17.27,5.5
2024-08-23,22:10,noche,2,8.4895,17.27,5.5
2024-08-23,22:10,noche,3,8.7358,17.27,5.5
2024-08-23,22:10,noche,4,7.3363,17.27,5.5
2024-08-23,22:10,noche,5,8.6994,17.27,5.5
2024-08-23,22:10,noche,6,6.9207,17.27,5.5
2024-08-23,22:10,noche,7,8.2477,17.27,5.5
2024-08-23,22:10,noche,8,7.504,17.27,5.5
2024-08-23,22:10,noche,9,7.2418,17.27,5.5
2024-08-23,22:10,noche,10,8.1687,17.27,5.5
2024-08-23,22:10,noche,11,8.367,17.27,5.5
2024-08-23,22:10,noche,12,8.3492,17.27,5.5
2024-08-23,22:10,noche,13,7.9289,17.27,5.5
2024-08-23,22:10,noche,14,7.7216,17.27,5.5
2024-08-23,22:10,noche,15,7.7103,17.27,5.5
2024-08-23,22:10,noche,16,7.4235,17.27,5.5
2024-08-23,22:20,noche,1,8.1248,17.0,5.5
2024-08-23,22:20,noche,2,7.9224,17.0,5.5
2024-08-23,22:20,noche,3,8.3057,17.0,5.5
2024-08-23,22:20,noche,4,6.8237,17.0,5.5
2024-08-23,22:20,noche,5,7.7212,17.0,5.5
2024-08-23,22:20,noche,6,6.9697,17.0,5.5
2024-08-23,22:20,noche,7,7.966,17.0,5.5
2024-08-23,22:20,noche,8,8.7852,17.0,5.5
2024-08-23,22:20,noche,9,7.5155,17.0,5.5
2024-08-23,22:20,noche,10,7.8764,17.0,5.5
2024-08-23,22:20,noche,11,8.2539,17.0,5.5
2024-08-23,22:20,noche,12,6.5594,17.0,5.5
2024-08-23,22:20,noche,13,7.4867,17.0,5.5
2024-08-23,22:20,noche,14,7.8583,17.0,5.5
2024-08-23,22:20,noche,15,5.7587,17.0,5.5
2024-08-23,22:20,noche,16,6.7089,17.0,5.5
2024-08-23,22:30,noche,1,8.4605,17.45,5.5
2024-08-23,22:30,noche,2,8.4018,17.45,5.5
2024-08-23,22:30,noche,3,8.0246,17.45,5.5
2024-08-23,22:30,noche,4,8.3293,17.45,5.5
2024-08-23,22:30,noche,5,7.9291,17.45,5.5
2024-08-23,22:30,noche,6,8.1332,17.45,5.5
2024-08-23,22:30,noche,7,7.6106,17.45,5.5
2024-08-23,22:30,noche,8,7.8695,17.45,5.5
2024-08-23,22:30,noche,9,7.4206,17.45,5.5
2024-08-23,22:30,noche,10,8.5581,17.45,5.5
2024-08-23,22:30,noche,11,8.7129,17.45,5.5
2024-08-23,22:30,noche,12,8.6279,17.45,5.5
2024-08-23,22:30,noche,13,7.5551,17.45,5.5
2024-08-23,22:30,noche,14,7.0832,17.45,5.5
2024-08-23,22:30,noche,15,8.1379,17.45,5.5
2024-08-23,22:30,noche,16,7.5575,17.45,5.5
2024-08-23,22:40,noche,1,7.9972,17.44,5.5
2024-08-23,22:40,noche,2,7.4198,17.44,5.5
2024-08-23,22:40,noche,3,8.0554,17.44,5.5
2024-08-23,22:40,noche,4,7.1488,17.44,5.5
2024-08-23,22:40,noche,5,8.1804,17.44,5.5
2024-08-23,22:40,noche,6,8.6273,17.44,5.5
2024-08-23,22:40,noche,7,8.7786,17.44,5.5
2024-08-23,22:40,noche,8,8.2251,17.44,5.5
2024-08-23,22:40,noche,9,6.9708,17.44,5.5
2024-08-23,22:40,noche,10,7.9184,17.44,5.5
2024-08-23,22:40,noche,11,9.0838,17.44,5.5
2024-08-23,22:40,noche,12,7.2788,17.44,5.5
2024-08-23,22:40,noche,13,7.7645,17.44,5.5
2024-08-23,22:40,noche,14,8.4752,17.44,5.5
2024-08-23,22:40,noche,15,7.7618,17.44,5.5
2024-08-23,22:40,noche,16,8.6379,17.44,5.5
2024-08-23,22:50,noche,1,7.3603,17.16,5.5
2024-08-23,22:50,noche,2,7.2061,17.16,5.5
2024-08-23,22:50,noche,3,8.5345,17.16,5.5
2024-08-23,22:50,noche,4,7.0825,17.16,5.5
2024-08-23,22:50,noche,5,7.6819,17.16,5.5
2024-08-23,22:50,noche,6,7.7606,17.16,5.5
2024-08-23,22:50,noche,7,8.4216,17.16,5.5
2024-08-23,22:50,noche,8,8.1686,17.16,5.5
2024-08-23,22:50,noche,9,8.0742,17.16,5.5
2024-08-23,22:50,noche,10,7.5585,17.16,5.5
2024-08-23,22:50,noche,11,8.529,17.16,5.5
2024-08-23,22:50,noche,12,10.2155,17.16,5.5
2024-08-23,22:50,noche,13,8.2148,17.16,5.5
2024-08-23,22:50,noche,14,7.7026,17.16,5.5
2024-08-23,22:50,noche,15,6.6702,17.16,5.5
2024-08-23,22:50,noche,16,6.8983,17.16,5.5
2024-08-23,23:00,noche,1,7.6718,17.0,5.5
2024-08-23,23:00,noche,2,7.4792,17.0,5.5
2024-08-23,23:00,noche,3,7.7904,17.0,5.5
2024-08-23,23:00,noche,4,8.8668,17.0,5.5
2024-08-23,23:00,noche,5,8.5483,17.0,5.5
2024-08-23,23:00,noche,6,7.7047,17.0,5.5
2024-08-23,23:00,noche,7,7.075,17.0,5.5
2024-08-23,23:00,noche,8,8.6024,17.0,5.5
2024-08-23,23:00,noche,9,7.7706,17.0,5.5
2024-08-23,23:00,noche,10,6.7641,17.0,5.5
2024-08-23,23:00,noche,11,8.2275,17.0,5.5
2024-08-23,23:00,noche,12,8.4154,17.0,5.5
2024-08-23,23:00,noche,13,6.3445,17.0,5.5
2024-08-23,23:00,noche,14,7.1592,17.0,5.5
2024-08-23,23:00,noche,15,7.347,17.0,5.5
2024-08-23,23:00,noche,16,7.6639,17.0,5.5
2024-08-23,23:10,noche,1,7.4906,17.0,5.5
2024-08-23,23:10,noche,2,7.3007,17.0,5.5
2024-08-23,23:10,noche,3,8.2363,17.0,5.5
2024-08-23,23:10,noche,4,7.519,17.0,5.5
2024-08-23,23:10,noche,5,8.1252,17.0,5.5
2024-08-23,23:10,noche,6,7.1331,17.0,5.5
2024-08-23,23:10,noche,7,6.9886,17.0,5.5
2024-08-23,23:10,noche,8,8.2532,17.0,5.5
2024-08-23,23:10,noche,9,7.9515,17.0,5.5
2024-08-23,23:10,noche,10,8.3535,17.0,5.5
2024-08-23,23:10,noche,11,7.4804,17.0,5.5
2024-08-23,23:10,noche,12,7.3229,17.0,5.5
2024-08-23,23:10,noche,13,8.6164,17.0,5.5
2024-08-23,23:10,noche,14,6.7485,17.0,5.5
2024-08-23,23:10,noche,15,8.1233,17.0,5.5
2024-08-23,23:10,noche,16,7.9908,17.0,5.5
2024-08-23,23:20,noche,1,8.3161,17.07,5.5
2024-08-23,23:20,noche,2,7.3873,17.07,5.5
2024-08-23,23:20,noche,3,7.3101,17.07,5.5
2024-08-23,23:20,noche,4,7.674,17.07,5.5
2024-08-23,23:20,noche,5,7.023,17.07,5.5
2024-08-23,23:20,noche,6,7.223,17.07,5.5
2024-08-23,23:20,noche,7,8.1868,17.07,5.5
2024-08-23,23:20,noche,8,8.1896,17.07,5.5
2024-08-23,23:20,noche,9,7.1703,17.07,5.5
2024-08-23,23:20,noche,10,8.2057,17.07,5.5
2024-08-23,23:20,noche,11,8.0726,17.07,5.5
2024-08-23,23:20,noche,12,8.7059,17.07,5.5
2024-08-23,23:20,noche,13,8.1415,17.07,5.5
2024-08-23,23:20,noche,14,8.2664,17.07,5.5
2024-08-23,23:20,noche,15,7.6819,17.07,5.5
2024-08-23,23:20,noche,16,7.8008,17.07,5.5
2024-08-23,23:30,noche,1,7.0277,17.0,5.5
2024-08-23,23:30,noche,2,7.727,17.0,5.5
2024-08-23,23:30,noche,3,7.7766,17.0,5.5
2024-08-23,23:30,noche,4,7.6538,17.0,5.5
2024-08-23,23:30,noche,5,8.0663,17.0,5.5
2024-08-23,23:30,noche,6,8.1806,17.0,5.5
2024-08-23,23:30,noche,7,8.0354,17.0,5.5
2024-08-23,23:30,noche,8,7.6938,17.0,5.5
2024-08-23,23:30,noche,9,7.3586,17.0,5.5
2024-08-23,23:30,noche,10,8.4583,17.0,5.5
2024-08-23,23:30,noche,11,8.0098,17.0,5.5
2024-08-23,23:30,noche,12,7.1888,17.0,5.5
2024-08-23,23:30,noche,13,7.6838,17.0,5.5
2024-08-23,23:30,noche,14,6.6189,17.0,5.5
2024-08-23,23:30,noche,15,7.4302,17.0,5.5
2024-08-23,23:30,noche,16,7.1433,17.0,5.5
2024-08-26,06:00,mañana,1,7.4553,17.0,5.5
2024-08-26,06:00,mañana,2,8.7508,17.0,5.5
2024-08-26,06:00,mañana,3,7.1063,17.0,5.5
2024-08-26,06:00,mañana,4,8.2238,17.0,5.5
2024-08-26,06:00,mañana,5,9.112,17.0,5.5
2024-08-26,06:00,mañana,6,8.4464,17.0,5.5
2024-08-26,06:00,mañana,7,7.7811,17.0,5.5
2024-08-26,06:00,mañana,8,7.1196,17.0,5.5
2024-08-26,06:00,mañana,9,6.9828,17.0,5.5
2024-08-26,06:00,mañana,10,7.5531,17.0,5.5
2024-08-26,06:00,mañana,11,7.3878,17.0,5.5
2024-08-26,06:00,mañana,12,7.3683,17.0,5.5
2024-08-26,06:00,mañana,13,7.6042,17.0,5.5
2024-08-26,06:00,mañana,14,7.5839,17.0,5.5
2024-08-26,06:00,mañana,15,7.6866,17.0,5.5
2024-08-26,06:00,mañana,16,6.5633,17.0,5.5
2024-08-26,06:10,mañana,1,7.3907,17.06,5.5
2024-08-26,06:10,mañana,2,7.7042,17.06,5.5
2024-08-26,06:10,mañana,3,7.6827,17.06,5.5
2024-08-26,06:10,mañana,4,8.9019,17.06,5.5
2024-08-26,06:10,mañana,5,7.9393,17.06,5.5
2024-08-26,06:10,mañana,6,6.8318,17.06,5.5
2024-08-26,06:10,mañana,7,8.0509,17.06,5.5
2024-08-26,06:10,mañana,8,8.1274,17.06,5.5
2024-08-26,06:10,mañana,9,7.7249,17.06,5.5
2024-08-26,06:10,mañana,10,7.072,17.06,5.5
2024-08-26,06:10,mañana,11,8.8548,17.06,5.5
2024-08-26,06:10,mañana,12,7.1581,17.06,5.5
2024-08-26,06:10,mañana,13,8.1965,17.06,5.5
2024-08-26,06:10,mañana,14,7.7616,17.06,5.5
2024-08-26,06:10,mañana,15,7.7525,17.06,5.5
2024-08-26,06:10,mañana,16,8.2064,17.06,5.5
2024-08-26,06:20,mañana,1,8.137,17.0,5.5
2024-08-26,06:20,mañana,2,7.4648,17.0,5.5
2024-08-26,06:20,mañana,3,8.4636,17.0,5.5
2024-08-26,06:20,mañana,4,7.4213,17.0,5.5
2024-08-26,06:20,mañana,5,7.8981,17.0,5.5
2024-08-26,06:20,mañana,6,7.0241,17.0,5.5
2024-08-26,06:20,mañana,7,7.18,17.0,5.5
2024-08-26,06:20,mañana,8,7.8308,17.0,5.5
2024-08-26,06:20,mañana,9,8.0209,17.0,5.5
2024-08-26,06:20,mañana,10,6.7786,17.0,5.5
2024-08-26,06:20,mañana,11,8.0984,17.0,5.5
2024-08-26,06:20,mañana,12,7.3083,17.0,5.5
2024-08-26,06:20,mañana,13,8.5678,17.0,5.5
2024-08-26,06:20,mañana,14,7.437,17.0,5.5
2024-08-26,06:20,mañana,15,6.7695,17.0,5.5
2024-08-26,06:20,mañana,16,7.2963,17.0,5.5
2024-08-26,06:30,mañana,1,7.2503,17.0,5.5
2024-08-26,06:30,mañana,2,8.5614,17.0,5.5
2024-08-26,06:30,mañana,3,7.8003,17.0,5.5
2024-08-26,06:30,mañana,4,7.709,17.0,5.5
2024-08-26,06:30,mañana,5,8.1551,17.0,5.5
2024-08-26,06:30,mañana,6,7.197,17.0,5.5
2024-08-26,06:30,mañana,7,7.0265,17.0,5.5
2024-08-26,06:30,mañana,8,8.045,17.0,5.5
2024-08-26,06:30,mañana,9,7.1402,17.0,5.5
2024-08-26,06:30,mañana,10,7.14,17.0,5.5
2024-08-26,06:30,mañana,11,8.3021,17.0,5.5
2024-08-26,06:30,mañana,12,8.115,17.0,5.5
2024-08-26,06:30,mañana,13,7.0477,17.0,5.5
2024-08-26,06:30,mañana,14,7.2799,17.0,5.5
2024-08-26,06:30,mañana,15,6.8949,17.0,5.5
2024-08-26,06:30,mañana,16,8.2452,17.0,5.5
2024-08-26,06:40,mañana,1,8.3436,17.0,5.5
2024-08-26,06:40,mañana,2,7.5475,17.0,5.5
2024-08-26,06:40,mañana,3,8.1457,17.0,5.5
2024-08-26,06:40,mañana,4,6.9863,17.0,5.5
2024-08-26,06:40,mañana,5,7.3964,17.0,5.5
2024-08-26,06:40,mañana,6,7.8629,17.0,5.5
2024-08-26,06:40,mañana,7,8.0713,17.0,5.5
2024-08-26,06:40,mañana,8,7.7415,17.0,5.5
2024-08-26,06:40,mañana,9,7.9488,17.0,5.5
2024-08-26,06:40,mañana,10,7.847,17.0,5.5
2024-08-26,06:40,mañana,11,7.7019,17.0,5.5
2024-08-26,06:40,mañana,12,7.6223,17.0,5.5
2024-08-26,06:40,mañana,13,7.5442,17.0,5.5
2024-08-26,06:40,mañana,14,7.7804,17.0,5.5
2024-08-26,06:40,mañana,15,7.6442,17.0,5.5
2024-08-26,06:40,mañana,16,7.3647,17.0,5.5
2024-08-26,06:50,mañana,1,7.0928,17.0,5.5
2024-08-26,06:50,mañana,2,7.2006,17.0,5.5
2024-08-26,06:50,mañana,3,8.0393,17.0,5.5
2024-08-26,06:50,mañana,4,8.683,17.0,5.5
2024-08-26,06:50,mañana,5,7.8914,17.0,5.5
2024-08-26,06:50,mañana,6,7.553,17.0,5.5
2024-08-26,06:50,mañana,7,7.9346,17.0,5.5
2024-08-26,06:50,mañana,8,7.1179,17.0,5.5
2024-08-26,06:50,mañana,9,8.5854,17.0,5.5
2024-08-26,06:50,mañana,10,7.912,17.0,5.5
2024-08-26,06:50,mañana,11,7.3983,17.0,5.5
2024-08-26,06:50,mañana,12,7.6999,17.0,5.5
2024-08-26,06:50,mañana,13,7.4838,17.0,5.5
2024-08-26,06:50,mañana,14,8.4153,17.0,5.5
2024-08-26,06:50,mañana,15,7.2947,17.0,5.5
2024-08-26,06:50,mañana,16,7.3407,17.0,5.5
2024-08-26,07:00,mañana,1,8.1442,17.0,5.5
2024-08-26,07:00,mañana,2,7.3555,17.0,5.5
2024-08-26,07:00,mañana,3,7.9162,17.0,5.5
2024-08-26,07:00,mañana,4,7.9647,17.0,5.5
2024-08-26,07:00,mañana,5,6.8676,17.0,5.5
2024-08-26,07:00,mañana,6,7.9516,17.0,5.5
2024-08-26,07:00,mañana,7,7.7725,17.0,5.5
2024-08-26,07:00,mañana,8,7.878,17.0,5.5
2024-08-26,07:00,mañana,9,7.8214,17.0,5.5
2024-08-26,07:00,mañana,10,7.9555,17.0,5.5
2024-08-26,07:00,mañana,11,8.6024,17.0,5.5
2024-08-26,07:00,mañana,12,7.0923,17.0,5.5
2024-08-26,07:00,mañana,13,7.5947,17.0,5.5
2024-08-26,07:00,mañana,14,8.036,17.0,5.5
2024-08-26,07:00,mañana,15,7.6841,17.0,5.5
2024-08-26,07:00,mañana,16,7.5103,17.0,5.5
2024-08-26,07:10,mañana,1,9.4521,17.21,5.5
2024-08-26,07:10,mañana,2,8.1685,17.21,5.5
2024-08-26,07:10,mañana,3,8.4786,17.21,5.5
2024-08-26,07:10,mañana,4,7.6158,17.21,5.5
2024-08-26,07:10,mañana,5,7.2043,17.21,5.5
2024-08-26,07:10,mañana,6,7.6114,17.21,5.5
2024-08-26,07:10,mañana,7,8.2272,17.21,5.5
2024-08-26,07:10,mañana,8,8.0441,17.21,5.5
2024-08-26,07:10,mañana,9,8.042,17.21,5.5
2024-08-26,07:10,mañana,10,7.6714,17.21,5.5
2024-08-26,07:10,mañana,11,7.5757,17.21,5.5
2024-08-26,07:10,mañana,12,7.6921,17.21,5.5
2024-08-26,07:10,mañana,13,8.2347,17.21,5.5
2024-08-26,07:10,mañana,14,8.1383,17.21,5.5
2024-08-26,07:10,mañana,15,6.8364,17.21,5.5
2024-08-26,07:10,mañana,16,7.6794,17.21,5.5
2024-08-26,07:20,mañana,1,7.4096,17.0,5.5
2024-08-26,07:20,mañana,2,8.0814,17.0,5.5
2024-08-26,07:20,mañana,3,7.6848,17.0,5.5
2024-08-26,07:20,mañana,4,8.7395,17.0,5.5
2024-08-26,07:20,mañana,5,7.5492,17.0,5.5
2024-08-26,07:20,mañana,6,7.9072,17.0,5.5
2024-08-26,07:20,mañana,7,8.164,17.0,5.5
2024-08-26,07:20,mañana,8,7.2756,17.0,5.5
2024-08-26,07:20,mañana,9,7.7563,17.0,5.5
2024-08-26,07:20,mañana,10,7.64,17.0,5.5
2024-08-26,07:20,mañana,11,7.4917,17.0,5.5
2024-08-26,07:20,mañana,12,7.5362,17.0,5.5
2024-08-26,07:20,mañana,13,8.4672,17.0,5.5
2024-08-26,07:20,mañana,14,7.2921,17.0,5.5
2024-08-26,07:20,mañana,15,7.7329,17.0,5.5
2024-08-26,07:20,mañana,16,7.4295,17.0,5.5
2024-08-26,07:30,mañana,1,6.9618,17.0,5.5
2024-08-26,07:30,mañana,2,8.1115,17.0,5.5
2024-08-26,07:30,mañana,3,6.9519,17.0,5.5
2024-08-26,07:30,mañana,4,8.1769,17.0,5.5
2024-08-26,07:30,mañana,5,7.4957,17.0,5.5
2024-08-26,07:30,mañana,6,7.805,17.0,5.5
2024-08-26,07:30,mañana,7,7.0234,17.0,5.5
2024-08-26,07:30,mañana,8,7.8734,17.0,5.5
2024-08-26,07:30,mañana,9,8.3562,17.0,5.5
2024-08-26,07:30,mañana,10,7.3158,17.0,5.5
2024-08-26,07:30,mañana,11,7.4357,17.0,5.5
2024-08-26,07:30,mañana,12,8.0728,17.0,5.5
2024-08-26,07:30,mañana,13,8.0878,17.0,5.5
2024-08-26,07:30,mañana,14,6.2127,17.0,5.5
2024-08-26,07:30,mañana,15,8.5588,17.0,5.5
2024-08-26,07:30,mañana,16,7.5489,17.0,5.5
2024-08-26,14:00,tarde,1,9.3882,19.85,5.5
2024-08-26,14:00,tarde,2,8.8839,19.85,5.5
2024-08-26,14:00,tarde,3,7.8568,19.85,5.5
2024-08-26,14:00,tarde,4,9.3748,19.85,5.5
2024-08-26,14:00,tarde,5,8.6309,19.85,5.5
2024-08-26,14:00,tarde,6,9.2964,19.85,5.5
2024-08-26,14:00,tarde,7,8.8387,19.85,5.5
2024-08-26,14:00,tarde,8,9.1128,19.85,5.5
2024-08-26,14:00,tarde,9,8.505,19.85,5.5
2024-08-26,14:00,tarde,10,9.4886,19.85,5.5
2024-08-26,14:00,tarde,11,8.257,19.85,5.5
2024-08-26,14:00,tarde,12,10.3173,19.85,5.5
2024-08-26,14:00,tarde,13,10.3128,19.85,5.5
2024-08-26,14:00,tarde,14,9.7506,19.85,5.5
2024-08-26,14:00,tarde,15,9.2485,19.85,5.5
2024-08-26,14:00,tarde,16,8.2949,19.85,5.5
2024-08-26,14:10,tarde,1,9.6699,19.05,5.5
2024-08-26,14:10,tarde,2,8.9123,19.05,5.5
2024-08-26,14:10,tarde,3,8.0379,19.05,5.5
2024-08-26,14:10,tarde,4,9.8719,19.05,5.5
2024-08-26,14:10,tarde,5,9.6473,19.05,5.5
2024-08-26,14:10,tarde,6,8.9512,19.05,5.5
2024-08-26,14:10,tarde,7,8.2349,19.05,5.5
2024-08-26,14:10,tarde,8,8.6183,19.05,5.5
2024-08-26,14:10,tarde,9,7.8773,19.05,5.5
2024-08-26,14:10,tarde,10,9.537,19.05,5.5
2024-08-26,14:10,tarde,11,8.008,19.05,5.5
2024-08-26,14:10,tarde,12,9.1421,19.05,5.5
2024-08-26,14:10,tarde,13,8.4638,19.05,5.5
2024-08-26,14:10,tarde,14,7.9517,19.05,5.5
2024-08-26,14:10,tarde,15,8.6574,19.05,5.5
2024-08-26,14:10,tarde,16,8.1558,19.05,5.5
2024-08-26,14:20,tarde,1,9.4729,19.12,5.5
2024-08-26,14:20,tarde,2,8.2094,19.12,5.5
2024-08-26,14:20,tarde,3,8.5156,19.12,5.5
2024-08-26,14:20,tarde,4,7.5374,19.12,5.5
2024-08-26,14:20,tarde,5,7.6594,19.12,5.5
2024-08-26,14:20,tarde,6,10.0489,19.12,5.5
2024-08-26,14:20,tarde,7,10.2202,19.12,5.5
2024-08-26,14:20,tarde,8,9.0256,19.12,5.5
2024-08-26,14:20,tarde,9,8.4757,19.12,5.5
2024-08-26,14:20,tarde,10,8.7909,19.12,5.5
2024-08-26,14:20,tarde,11,9.4941,19.12,5.5
2024-08-26,14:20,tarde,12,8.6614,19.12,5.5
2024-08-26,14:20,tarde,13,9.1126,19.12,5.5
2024-08-26,14:20,tarde,14,8.7831,19.12,5.5
2024-08-26,14:20,tarde,15,8.1973,19.12,5.5
2024-08-26,14:20,tarde,16,8.0485,19.12,5.5
2024-08-26,14:30,tarde,1,9.146,19.39,5.5
2024-08-26,14:30,tarde,2,8.3839,19.39,5.5
2024-08-26,14:30,tarde,3,9.241,19.39,5.5
2024-08-26,14:30,tarde,4,8.6871,19.39,5.5
2024-08-26,14:30,tarde,5,9.0464,19.39,5.5
2024-08-26,14:30,tarde,6,9.8004,19.39,5.5
2024-08-26,14:30,tarde,7,8.8691,19.39,5.5
2024-08-26,14:30,tarde,8,9.5219,19.39,5.5
2024-08-26,14:30,tarde,9,7.8948,19.39,5.5
2024-08-26,14:30,tarde,10,8.6878,19.39,5.5
2024-08-26,14:30,tarde,11,8.9866,19.39,5.5
2024-08-26,14:30,tarde,12,10.124,19.39,5.5
2024-08-26,14:30,tarde,13,7.794,19.39,5.5
2024-08-26,14:30,tarde,14,8.734,19.39,5.5
